  0.25   300  -15.0  0.0  1.69897 3.47712125471970  2.0  3.9542425094393
 -4.52220 -4.50440 -4.48660 -4.46880 -4.45100 -4.43320 -4.41540 -4.39761 -4.37981 -4.36201
 -4.34421 -4.32641 -4.30861 -4.29074 -4.27281 -4.25466 -4.23596 -4.21595 -4.19298 -4.16381
 -4.12303 -4.06453 -3.98820 -3.90937 -3.85090 -3.81608 -3.79295 -3.77362 -3.75538 -3.73745
 -3.71961 -3.70179 -3.68399 -3.66619 -3.64839 -3.63059 -3.61279 -3.59499 -3.57719 -3.55939
 -5.53914 -5.52134 -5.50353 -5.48573 -5.46792 -5.45012 -5.43231 -5.41451 -5.39670 -5.37890
 -5.36109 -5.34329 -5.32548 -5.30768 -5.28987 -5.27207 -5.25426 -5.23646 -5.21865 -5.20085
 -5.18304 -5.16524 -5.14743 -5.12963 -5.11182 -5.09402 -5.07621 -5.05841 -5.04060 -5.02280
 -5.00499 -4.98719 -4.96938 -4.95158 -4.93377 -4.91597 -4.89816 -4.88036 -4.86255 -4.84475
 -4.82694 -4.80914 -4.79133 -4.77353 -4.75572 -4.73792 -4.72011 -4.70231 -4.68450 -4.66670
 -4.64889 -4.63109 -4.61328 -4.59548 -4.57767 -4.55987 -4.54206 -4.52426 -4.50645 -4.48865
 -4.47084 -4.45304 -4.43523 -4.41743 -4.39962 -4.38182 -4.36401 -4.34621 -4.32840 -4.31060
 -4.29279 -4.27499 -4.25718 -4.23931 -4.22137 -4.20320 -4.18448 -4.16443 -4.14140 -4.11212
 -4.07121 -4.01262 -3.93635 -3.85772 -3.79940 -3.76461 -3.74146 -3.72212 -3.70386 -3.68592
 -3.66808 -3.65026 -3.63245 -3.61464 -3.59683 -3.57903 -3.56122 -3.54342 -3.52561 -3.50781
 -5.48814 -5.47033 -5.45252 -5.43471 -5.41690 -5.39909 -5.38127 -5.36346 -5.34565 -5.32784
 -5.31003 -5.29222 -5.27441 -5.25660 -5.23879 -5.22098 -5.20317 -5.18535 -5.16754 -5.14973
 -5.13192 -5.11411 -5.09630 -5.07849 -5.06068 -5.04287 -5.02506 -5.00725 -4.98944 -4.97162
 -4.95381 -4.93600 -4.91819 -4.90038 -4.88257 -4.86476 -4.84695 -4.82914 -4.81133 -4.79352
 -4.77571 -4.75789 -4.74008 -4.72227 -4.70446 -4.68665 -4.66884 -4.65103 -4.63322 -4.61541
 -4.59760 -4.57979 -4.56197 -4.54416 -4.52635 -4.50854 -4.49073 -4.47292 -4.45511 -4.43730
 -4.41949 -4.40168 -4.38387 -4.36606 -4.34824 -4.33043 -4.31262 -4.29481 -4.27700 -4.25919
 -4.24138 -4.22357 -4.20576 -4.18787 -4.16992 -4.15175 -4.13300 -4.11291 -4.08981 -4.06043
 -4.01940 -3.96072 -3.88451 -3.80609 -3.74792 -3.71314 -3.68997 -3.67061 -3.65235 -3.63440
 -3.61654 -3.59872 -3.58090 -3.56309 -3.54528 -3.52747 -3.50966 -3.49185 -3.47404 -3.45622
 -5.43714 -5.41932 -5.40150 -5.38369 -5.36587 -5.34805 -5.33024 -5.31242 -5.29460 -5.27679
 -5.25897 -5.24115 -5.22334 -5.20552 -5.18770 -5.16989 -5.15207 -5.13425 -5.11643 -5.09862
 -5.08080 -5.06298 -5.04517 -5.02735 -5.00953 -4.99172 -4.97390 -4.95608 -4.93827 -4.92045
 -4.90263 -4.88482 -4.86700 -4.84918 -4.83137 -4.81355 -4.79573 -4.77792 -4.76010 -4.74228
 -4.72447 -4.70665 -4.68883 -4.67102 -4.65320 -4.63538 -4.61757 -4.59975 -4.58193 -4.56412
 -4.54630 -4.52848 -4.51067 -4.49285 -4.47503 -4.45722 -4.43940 -4.42158 -4.40377 -4.38595
 -4.36813 -4.35032 -4.33250 -4.31468 -4.29687 -4.27905 -4.26123 -4.24342 -4.22560 -4.20778
 -4.18996 -4.17215 -4.15433 -4.13644 -4.11848 -4.10029 -4.08152 -4.06140 -4.03823 -4.00875
 -3.96759 -3.90883 -3.83269 -3.75447 -3.69644 -3.66168 -3.63848 -3.61910 -3.60083 -3.58287
 -3.56501 -3.54718 -3.52936 -3.51154 -3.49372 -3.47591 -3.45809 -3.44027 -3.42246 -3.40464
 -5.38613 -5.36831 -5.35049 -5.33266 -5.31484 -5.29702 -5.27920 -5.26137 -5.24355 -5.22573
 -5.20791 -5.19008 -5.17226 -5.15444 -5.13662 -5.11879 -5.10097 -5.08315 -5.06533 -5.04750
 -5.02968 -5.01186 -4.99404 -4.97621 -4.95839 -4.94057 -4.92275 -4.90492 -4.88710 -4.86928
 -4.85145 -4.83363 -4.81581 -4.79799 -4.78016 -4.76234 -4.74452 -4.72670 -4.70887 -4.69105
 -4.67323 -4.65541 -4.63758 -4.61976 -4.60194 -4.58412 -4.56629 -4.54847 -4.53065 -4.51283
 -4.49500 -4.47718 -4.45936 -4.44153 -4.42371 -4.40589 -4.38807 -4.37024 -4.35242 -4.33460
 -4.31678 -4.29895 -4.28113 -4.26331 -4.24549 -4.22766 -4.20984 -4.19202 -4.17420 -4.15637
 -4.13855 -4.12073 -4.10291 -4.08500 -4.06704 -4.04883 -4.03004 -4.00988 -3.98665 -3.95707
 -3.91579 -3.85696 -3.78089 -3.70287 -3.64497 -3.61021 -3.58700 -3.56760 -3.54931 -3.53135
 -3.51348 -3.49564 -3.47782 -3.45999 -3.44217 -3.42435 -3.40652 -3.38870 -3.37088 -3.35306
 -5.33513 -5.31730 -5.29947 -5.28164 -5.26382 -5.24599 -5.22816 -5.21033 -5.19250 -5.17467
 -5.15684 -5.13902 -5.12119 -5.10336 -5.08553 -5.06770 -5.04987 -5.03205 -5.01422 -4.99639
 -4.97856 -4.96073 -4.94290 -4.92507 -4.90725 -4.88942 -4.87159 -4.85376 -4.83593 -4.81810
 -4.80028 -4.78245 -4.76462 -4.74679 -4.72896 -4.71113 -4.69330 -4.67548 -4.65765 -4.63982
 -4.62199 -4.60416 -4.58633 -4.56851 -4.55068 -4.53285 -4.51502 -4.49719 -4.47936 -4.46153
 -4.44371 -4.42588 -4.40805 -4.39022 -4.37239 -4.35456 -4.33673 -4.31891 -4.30108 -4.28325
 -4.26542 -4.24759 -4.22976 -4.21194 -4.19411 -4.17628 -4.15845 -4.14062 -4.12279 -4.10496
 -4.08714 -4.06931 -4.05148 -4.03357 -4.01559 -3.99738 -3.97857 -3.95836 -3.93507 -3.90539
 -3.86399 -3.80509 -3.72911 -3.65129 -3.59351 -3.55875 -3.53551 -3.51609 -3.49780 -3.47983
 -3.46195 -3.44411 -3.42627 -3.40844 -3.39061 -3.37279 -3.35496 -3.33713 -3.31930 -3.30147
 -5.28413 -5.26629 -5.24846 -5.23062 -5.21279 -5.19495 -5.17712 -5.15929 -5.14145 -5.12362
 -5.10578 -5.08795 -5.07011 -5.05228 -5.03445 -5.01661 -4.99878 -4.98094 -4.96311 -4.94527
 -4.92744 -4.90960 -4.89177 -4.87394 -4.85610 -4.83827 -4.82043 -4.80260 -4.78476 -4.76693
 -4.74910 -4.73126 -4.71343 -4.69559 -4.67776 -4.65992 -4.64209 -4.62426 -4.60642 -4.58859
 -4.57075 -4.55292 -4.53508 -4.51725 -4.49941 -4.48158 -4.46375 -4.44591 -4.42808 -4.41024
 -4.39241 -4.37457 -4.35674 -4.33891 -4.32107 -4.30324 -4.28540 -4.26757 -4.24973 -4.23190
 -4.21407 -4.19623 -4.17840 -4.16056 -4.14273 -4.12489 -4.10706 -4.08923 -4.07139 -4.05356
 -4.03572 -4.01789 -4.00005 -3.98214 -3.96415 -3.94592 -3.92709 -3.90684 -3.88348 -3.85371
 -3.81220 -3.75324 -3.67734 -3.59972 -3.54205 -3.50729 -3.48402 -3.46459 -3.44628 -3.42830
 -3.41042 -3.39257 -3.37473 -3.35689 -3.33906 -3.32122 -3.30339 -3.28556 -3.26772 -3.24989
 -5.23312 -5.21528 -5.19744 -5.17960 -5.16176 -5.14392 -5.12608 -5.10824 -5.09040 -5.07256
 -5.05472 -5.03688 -5.01904 -5.00120 -4.98336 -4.96552 -4.94768 -4.92984 -4.91200 -4.89416
 -4.87632 -4.85848 -4.84064 -4.82280 -4.80496 -4.78712 -4.76928 -4.75144 -4.73360 -4.71576
 -4.69792 -4.68008 -4.66224 -4.64440 -4.62656 -4.60872 -4.59087 -4.57303 -4.55519 -4.53735
 -4.51951 -4.50167 -4.48383 -4.46599 -4.44815 -4.43031 -4.41247 -4.39463 -4.37679 -4.35895
 -4.34111 -4.32327 -4.30543 -4.28759 -4.26975 -4.25191 -4.23407 -4.21623 -4.19839 -4.18055
 -4.16271 -4.14487 -4.12703 -4.10919 -4.09135 -4.07351 -4.05567 -4.03783 -4.01999 -4.00215
 -3.98431 -3.96647 -3.94863 -3.93070 -3.91271 -3.89446 -3.87561 -3.85533 -3.83190 -3.80203
 -3.76042 -3.70141 -3.62559 -3.54816 -3.49061 -3.45584 -3.43254 -3.41308 -3.39476 -3.37678
 -3.35889 -3.34103 -3.32319 -3.30534 -3.28750 -3.26966 -3.25182 -3.23398 -3.21614 -3.19830
 -5.18212 -5.16427 -5.14643 -5.12858 -5.11073 -5.09289 -5.07504 -5.05720 -5.03935 -5.02150
 -5.00366 -4.98581 -4.96797 -4.95012 -4.93227 -4.91443 -4.89658 -4.87874 -4.86089 -4.84304
 -4.82520 -4.80735 -4.78951 -4.77166 -4.75381 -4.73597 -4.71812 -4.70027 -4.68243 -4.66458
 -4.64674 -4.62889 -4.61104 -4.59320 -4.57535 -4.55751 -4.53966 -4.52181 -4.50397 -4.48612
 -4.46828 -4.45043 -4.43258 -4.41474 -4.39689 -4.37905 -4.36120 -4.34335 -4.32551 -4.30766
 -4.28982 -4.27197 -4.25412 -4.23628 -4.21843 -4.20058 -4.18274 -4.16489 -4.14705 -4.12920
 -4.11135 -4.09351 -4.07566 -4.05782 -4.03997 -4.02212 -4.00428 -3.98643 -3.96859 -3.95074
 -3.93289 -3.91505 -3.89720 -3.87927 -3.86126 -3.84301 -3.82413 -3.80381 -3.78032 -3.75036
 -3.70865 -3.64959 -3.57386 -3.49662 -3.43917 -3.40439 -3.38106 -3.36158 -3.34325 -3.32525
 -3.30736 -3.28950 -3.27164 -3.25380 -3.23595 -3.21810 -3.20026 -3.18241 -3.16456 -3.14672
 -5.13112 -5.11326 -5.09541 -5.07756 -5.05971 -5.04186 -5.02400 -5.00615 -4.98830 -4.97045
 -4.95260 -4.93474 -4.91689 -4.89904 -4.88119 -4.86334 -4.84548 -4.82763 -4.80978 -4.79193
 -4.77408 -4.75622 -4.73837 -4.72052 -4.70267 -4.68482 -4.66696 -4.64911 -4.63126 -4.61341
 -4.59556 -4.57771 -4.55985 -4.54200 -4.52415 -4.50630 -4.48845 -4.47059 -4.45274 -4.43489
 -4.41704 -4.39919 -4.38133 -4.36348 -4.34563 -4.32778 -4.30993 -4.29207 -4.27422 -4.25637
 -4.23852 -4.22067 -4.20281 -4.18496 -4.16711 -4.14926 -4.13141 -4.11355 -4.09570 -4.07785
 -4.06000 -4.04215 -4.02429 -4.00644 -3.98859 -3.97074 -3.95289 -3.93503 -3.91718 -3.89933
 -3.88148 -3.86363 -3.84578 -3.82783 -3.80982 -3.79155 -3.77265 -3.75229 -3.72875 -3.69869
 -3.65688 -3.59778 -3.52215 -3.44509 -3.38774 -3.35294 -3.32957 -3.31008 -3.29173 -3.27373
 -3.25583 -3.23796 -3.22010 -3.20225 -3.18439 -3.16654 -3.14869 -3.13084 -3.11299 -3.09513
 -5.08011 -5.06225 -5.04440 -5.02654 -5.00868 -4.99082 -4.97297 -4.95511 -4.93725 -4.91939
 -4.90153 -4.88368 -4.86582 -4.84796 -4.83010 -4.81224 -4.79439 -4.77653 -4.75867 -4.74081
 -4.72296 -4.70510 -4.68724 -4.66938 -4.65152 -4.63367 -4.61581 -4.59795 -4.58009 -4.56224
 -4.54438 -4.52652 -4.50866 -4.49080 -4.47295 -4.45509 -4.43723 -4.41937 -4.40151 -4.38366
 -4.36580 -4.34794 -4.33008 -4.31223 -4.29437 -4.27651 -4.25865 -4.24079 -4.22294 -4.20508
 -4.18722 -4.16936 -4.15151 -4.13365 -4.11579 -4.09793 -4.08007 -4.06222 -4.04436 -4.02650
 -4.00864 -3.99079 -3.97293 -3.95507 -3.93721 -3.91935 -3.90150 -3.88364 -3.86578 -3.84792
 -3.83006 -3.81221 -3.79435 -3.77640 -3.75838 -3.74009 -3.72117 -3.70078 -3.67717 -3.64703
 -3.60512 -3.54598 -3.47045 -3.39358 -3.33631 -3.30149 -3.27809 -3.25857 -3.24022 -3.22220
 -3.20430 -3.18642 -3.16856 -3.15070 -3.13284 -3.11498 -3.09712 -3.07926 -3.06141 -3.04355
 -5.02911 -5.01124 -4.99338 -4.97552 -4.95765 -4.93979 -4.92193 -4.90406 -4.88620 -4.86834
 -4.85047 -4.83261 -4.81474 -4.79688 -4.77902 -4.76115 -4.74329 -4.72543 -4.70756 -4.68970
 -4.67183 -4.65397 -4.63611 -4.61824 -4.60038 -4.58252 -4.56465 -4.54679 -4.52893 -4.51106
 -4.49320 -4.47533 -4.45747 -4.43961 -4.42174 -4.40388 -4.38602 -4.36815 -4.35029 -4.33242
 -4.31456 -4.29670 -4.27883 -4.26097 -4.24311 -4.22524 -4.20738 -4.18952 -4.17165 -4.15379
 -4.13592 -4.11806 -4.10020 -4.08233 -4.06447 -4.04661 -4.02874 -4.01088 -3.99301 -3.97515
 -3.95729 -3.93942 -3.92156 -3.90370 -3.88583 -3.86797 -3.85011 -3.83224 -3.81438 -3.79651
 -3.77865 -3.76079 -3.74292 -3.72496 -3.70693 -3.68863 -3.66969 -3.64926 -3.62559 -3.59537
 -3.55336 -3.49420 -3.41877 -3.34208 -3.28490 -3.25005 -3.22661 -3.20707 -3.18870 -3.17068
 -3.15276 -3.13488 -3.11701 -3.09915 -3.08128 -3.06342 -3.04556 -3.02769 -3.00983 -2.99196
 -4.97811 -4.96024 -4.94237 -4.92450 -4.90663 -4.88876 -4.87089 -4.85302 -4.83515 -4.81728
 -4.79941 -4.78154 -4.76367 -4.74580 -4.72793 -4.71006 -4.69219 -4.67432 -4.65645 -4.63858
 -4.62071 -4.60284 -4.58497 -4.56711 -4.54924 -4.53137 -4.51350 -4.49563 -4.47776 -4.45989
 -4.44202 -4.42415 -4.40628 -4.38841 -4.37054 -4.35267 -4.33480 -4.31693 -4.29906 -4.28119
 -4.26332 -4.24545 -4.22758 -4.20971 -4.19184 -4.17398 -4.15611 -4.13824 -4.12037 -4.10250
 -4.08463 -4.06676 -4.04889 -4.03102 -4.01315 -3.99528 -3.97741 -3.95954 -3.94167 -3.92380
 -3.90593 -3.88806 -3.87019 -3.85232 -3.83445 -3.81658 -3.79871 -3.78084 -3.76298 -3.74511
 -3.72724 -3.70937 -3.69146 -3.67353 -3.65549 -3.63718 -3.61821 -3.59774 -3.57401 -3.54371
 -3.50162 -3.44243 -3.36711 -3.29060 -3.23349 -3.19861 -3.17513 -3.15557 -3.13719 -3.11916
 -3.10123 -3.08335 -3.06547 -3.04760 -3.02973 -3.01186 -2.99399 -2.97612 -2.95825 -2.94038
 -4.92710 -4.90923 -4.89135 -4.87348 -4.85560 -4.83772 -4.81985 -4.80197 -4.78410 -4.76622
 -4.74835 -4.73047 -4.71260 -4.69472 -4.67685 -4.65897 -4.64109 -4.62322 -4.60534 -4.58747
 -4.56959 -4.55172 -4.53384 -4.51597 -4.49809 -4.48022 -4.46234 -4.44447 -4.42659 -4.40871
 -4.39084 -4.37296 -4.35509 -4.33721 -4.31934 -4.30146 -4.28359 -4.26571 -4.24784 -4.22996
 -4.21208 -4.19421 -4.17633 -4.15846 -4.14058 -4.12271 -4.10483 -4.08696 -4.06908 -4.05121
 -4.03333 -4.01545 -3.99758 -3.97970 -3.96183 -3.94395 -3.92608 -3.90820 -3.89033 -3.87245
 -3.85458 -3.83670 -3.81883 -3.80095 -3.78307 -3.76520 -3.74732 -3.72945 -3.71157 -3.69370
 -3.67582 -3.65795 -3.64004 -3.62210 -3.60404 -3.58572 -3.56673 -3.54623 -3.52244 -3.49205
 -3.44988 -3.39067 -3.31547 -3.23914 -3.18209 -3.14718 -3.12366 -3.10407 -3.08567 -3.06763
 -3.04970 -3.03181 -3.01393 -2.99605 -2.97817 -2.96030 -2.94242 -2.92455 -2.90667 -2.88879
 -4.87610 -4.85822 -4.84034 -4.82245 -4.80457 -4.78669 -4.76881 -4.75093 -4.73305 -4.71517
 -4.69729 -4.67940 -4.66152 -4.64364 -4.62576 -4.60788 -4.59000 -4.57212 -4.55424 -4.53635
 -4.51847 -4.50059 -4.48271 -4.46483 -4.44695 -4.42907 -4.41118 -4.39330 -4.37542 -4.35754
 -4.33966 -4.32178 -4.30390 -4.28602 -4.26813 -4.25025 -4.23237 -4.21449 -4.19661 -4.17873
 -4.16085 -4.14297 -4.12508 -4.10720 -4.08932 -4.07144 -4.05356 -4.03568 -4.01780 -3.99991
 -3.98203 -3.96415 -3.94627 -3.92839 -3.91051 -3.89263 -3.87475 -3.85686 -3.83898 -3.82110
 -3.80322 -3.78534 -3.76746 -3.74958 -3.73170 -3.71381 -3.69593 -3.67805 -3.66017 -3.64229
 -3.62441 -3.60653 -3.58861 -3.57066 -3.55260 -3.53426 -3.51525 -3.49471 -3.47087 -3.44040
 -3.39815 -3.33893 -3.26384 -3.18768 -3.13070 -3.09574 -3.07218 -3.05257 -3.03416 -3.01611
 -2.99817 -2.98027 -2.96238 -2.94450 -2.92662 -2.90874 -2.89085 -2.87297 -2.85509 -2.83721
 -4.82509 -4.80721 -4.78932 -4.77143 -4.75355 -4.73566 -4.71777 -4.69988 -4.68200 -4.66411
 -4.64622 -4.62834 -4.61045 -4.59256 -4.57467 -4.55679 -4.53890 -4.52101 -4.50313 -4.48524
 -4.46735 -4.44946 -4.43158 -4.41369 -4.39580 -4.37792 -4.36003 -4.34214 -4.32425 -4.30637
 -4.28848 -4.27059 -4.25271 -4.23482 -4.21693 -4.19904 -4.18116 -4.16327 -4.14538 -4.12750
 -4.10961 -4.09172 -4.07383 -4.05595 -4.03806 -4.02017 -4.00229 -3.98440 -3.96651 -3.94862
 -3.93074 -3.91285 -3.89496 -3.87708 -3.85919 -3.84130 -3.82341 -3.80553 -3.78764 -3.76975
 -3.75186 -3.73398 -3.71609 -3.69820 -3.68032 -3.66243 -3.64454 -3.62665 -3.60877 -3.59088
 -3.57299 -3.55511 -3.53718 -3.51923 -3.50116 -3.48280 -3.46377 -3.44320 -3.41929 -3.38875
 -3.34643 -3.28720 -3.21223 -3.13624 -3.07931 -3.04431 -3.02070 -3.00107 -2.98264 -2.96458
 -2.94664 -2.92873 -2.91084 -2.89295 -2.87506 -2.85717 -2.83929 -2.82140 -2.80351 -2.78563
 -4.77409 -4.75620 -4.73831 -4.72041 -4.70252 -4.68463 -4.66673 -4.64884 -4.63095 -4.61305
 -4.59516 -4.57727 -4.55938 -4.54148 -4.52359 -4.50570 -4.48780 -4.46991 -4.45202 -4.43412
 -4.41623 -4.39834 -4.38044 -4.36255 -4.34466 -4.32677 -4.30887 -4.29098 -4.27309 -4.25519
 -4.23730 -4.21941 -4.20151 -4.18362 -4.16573 -4.14784 -4.12994 -4.11205 -4.09416 -4.07626
 -4.05837 -4.04048 -4.02258 -4.00469 -3.98680 -3.96890 -3.95101 -3.93312 -3.91523 -3.89733
 -3.87944 -3.86155 -3.84365 -3.82576 -3.80787 -3.78997 -3.77208 -3.75419 -3.73630 -3.71840
 -3.70051 -3.68262 -3.66472 -3.64683 -3.62894 -3.61104 -3.59315 -3.57526 -3.55736 -3.53947
 -3.52158 -3.50369 -3.48575 -3.46779 -3.44971 -3.43135 -3.41229 -3.39168 -3.36772 -3.33710
 -3.29471 -3.23549 -3.16064 -3.08482 -3.02794 -2.99289 -2.96923 -2.94957 -2.93113 -2.91306
 -2.89511 -2.87720 -2.85930 -2.84140 -2.82351 -2.80561 -2.78772 -2.76983 -2.75193 -2.73404
 -4.72309 -4.70519 -4.68729 -4.66939 -4.65149 -4.63359 -4.61569 -4.59780 -4.57990 -4.56200
 -4.54410 -4.52620 -4.50830 -4.49040 -4.47250 -4.45460 -4.43671 -4.41881 -4.40091 -4.38301
 -4.36511 -4.34721 -4.32931 -4.31141 -4.29351 -4.27562 -4.25772 -4.23982 -4.22192 -4.20402
 -4.18612 -4.16822 -4.15032 -4.13242 -4.11453 -4.09663 -4.07873 -4.06083 -4.04293 -4.02503
 -4.00713 -3.98923 -3.97133 -3.95344 -3.93554 -3.91764 -3.89974 -3.88184 -3.86394 -3.84604
 -3.82814 -3.81024 -3.79234 -3.77445 -3.75655 -3.73865 -3.72075 -3.70285 -3.68495 -3.66705
 -3.64915 -3.63125 -3.61336 -3.59546 -3.57756 -3.55966 -3.54176 -3.52386 -3.50596 -3.48806
 -3.47016 -3.45227 -3.43433 -3.41636 -3.39827 -3.37989 -3.36081 -3.34017 -3.31615 -3.28546
 -3.24301 -3.18379 -3.10907 -3.03341 -2.97657 -2.94147 -2.91776 -2.89807 -2.87961 -2.86154
 -2.84358 -2.82566 -2.80775 -2.78985 -2.77195 -2.75405 -2.73615 -2.71825 -2.70036 -2.68246
 -4.67208 -4.65418 -4.63628 -4.61837 -4.60047 -4.58256 -4.56466 -4.54675 -4.52885 -4.51094
 -4.49304 -4.47513 -4.45723 -4.43932 -4.42142 -4.40351 -4.38561 -4.36770 -4.34980 -4.33189
 -4.31399 -4.29608 -4.27818 -4.26027 -4.24237 -4.22447 -4.20656 -4.18866 -4.17075 -4.15285
 -4.13494 -4.11704 -4.09913 -4.08123 -4.06332 -4.04542 -4.02751 -4.00961 -3.99170 -3.97380
 -3.95589 -3.93799 -3.92008 -3.90218 -3.88427 -3.86637 -3.84846 -3.83056 -3.81266 -3.79475
 -3.77685 -3.75894 -3.74104 -3.72313 -3.70523 -3.68732 -3.66942 -3.65151 -3.63361 -3.61570
 -3.59780 -3.57989 -3.56199 -3.54408 -3.52618 -3.50827 -3.49037 -3.47246 -3.45456 -3.43666
 -3.41875 -3.40085 -3.38290 -3.36492 -3.34682 -3.32843 -3.30933 -3.28865 -3.26458 -3.23382
 -3.19131 -3.13210 -3.05751 -2.98202 -2.92521 -2.89005 -2.86629 -2.84657 -2.82810 -2.81001
 -2.79205 -2.77412 -2.75621 -2.73830 -2.72040 -2.70249 -2.68459 -2.66668 -2.64878 -2.63087
 -4.62108 -4.60317 -4.58526 -4.56735 -4.54944 -4.53153 -4.51362 -4.49571 -4.47780 -4.45989
 -4.44197 -4.42406 -4.40615 -4.38824 -4.37033 -4.35242 -4.33451 -4.31660 -4.29869 -4.28078
 -4.26287 -4.24496 -4.22705 -4.20914 -4.19123 -4.17332 -4.15540 -4.13749 -4.11958 -4.10167
 -4.08376 -4.06585 -4.04794 -4.03003 -4.01212 -3.99421 -3.97630 -3.95839 -3.94048 -3.92257
 -3.90466 -3.88674 -3.86883 -3.85092 -3.83301 -3.81510 -3.79719 -3.77928 -3.76137 -3.74346
 -3.72555 -3.70764 -3.68973 -3.67182 -3.65391 -3.63600 -3.61809 -3.60017 -3.58226 -3.56435
 -3.54644 -3.52853 -3.51062 -3.49271 -3.47480 -3.45689 -3.43898 -3.42107 -3.40316 -3.38525
 -3.36734 -3.34943 -3.33147 -3.31349 -3.29538 -3.27697 -3.25785 -3.23714 -3.21302 -3.18219
