   0.2500000000000000             300  -7.000000000000000    
  3.43152  3.46070  3.48989  3.51907  3.54825  3.57744  3.60662  3.63580  3.66499  3.69417
  3.72335  3.75254  3.78172  3.81090  3.84009  3.86928  3.89848  3.92771  3.95705  3.98663
  4.01681  4.04830  4.08250  4.12176  4.16939  4.22925  4.30143  4.38098  4.45514  4.51630
  4.56213  4.59893  4.63136  4.66196  4.69179  4.72128  4.75063  4.77995  4.80931  4.83883
  4.86873  4.89939  4.93129  4.96491  5.00199  5.04527  5.09649  5.15466  5.21910  5.28886
  5.35721  5.41892  5.47064  5.51367  5.55125  5.58623  5.62017  5.65342  5.68570  5.71675
  5.74704  5.77691  5.80657  5.83614  5.86572  5.89547  5.92578  5.95710  5.98957  6.02243
  6.05448  6.08564  6.11594  6.14573  6.17528  6.20471  6.23407  6.26340  6.29272  6.32201
  2.88585  2.91507  2.94429  2.97351  3.00273  3.03195  3.06117  3.09039  3.11961  3.14883
  3.17805  3.20727  3.23649  3.26571  3.29493  3.32415  3.35337  3.38259  3.41181  3.44103
  3.47025  3.49947  3.52869  3.55791  3.58713  3.61635  3.64557  3.67479  3.70401  3.73323
  3.76245  3.79167  3.82089  3.85011  3.87934  3.90856  3.93780  3.96708  3.99647  4.02613
  4.05645  4.08817  4.12281  4.16279  4.21145  4.27262  4.34566  4.42522  4.49823  4.55801
  4.60277  4.63914  4.67141  4.70196  4.73179  4.76130  4.79069  4.82005  4.84947  4.87906
  4.90907  4.93989  4.97198  5.00590  5.04365  5.08783  5.13976  5.19841  5.26359  5.33343
  5.40125  5.46190  5.51276  5.55512  5.59249  5.62736  5.66127  5.69451  5.72668  5.75768
  5.78795  5.81784  5.84753  5.87714  5.90678  5.93662  5.96709  5.99860  6.03122  6.06408
  6.09601  6.12709  6.15735  6.18714  6.21671  6.24617  6.27557  6.30494  6.33429  6.36362
  2.92385  2.95311  2.98237  3.01162  3.04088  3.07014  3.09939  3.12865  3.15791  3.18716
  3.21642  3.24568  3.27493  3.30419  3.33345  3.36270  3.39196  3.42122  3.45047  3.47973
  3.50899  3.53824  3.56750  3.59676  3.62601  3.65527  3.68453  3.71378  3.74304  3.77230
  3.80155  3.83081  3.86007  3.88932  3.91858  3.94785  3.97713  4.00644  4.03589  4.06564
  4.09610  4.12808  4.16317  4.20388  4.25363  4.31603  4.38997  4.46928  4.54125  4.59953
  4.64338  4.67932  4.71144  4.74196  4.77179  4.80133  4.83075  4.86016  4.88963  4.91929
  4.94941  4.98040  5.01269  5.04694  5.08541  5.13046  5.18302  5.24219  5.30814  5.37789
  5.44518  5.50477  5.55478  5.59654  5.63370  5.66847  5.70236  5.73559  5.76764  5.79859
  5.82886  5.85876  5.88848  5.91813  5.94783  5.97778  6.00841  6.04012  6.07287  6.10571
  6.13752  6.16853  6.19875  6.22855  6.25814  6.28763  6.31707  6.34647  6.37586  6.40523
  2.96185  2.99115  3.02044  3.04973  3.07903  3.10832  3.13761  3.16691  3.19620  3.22549
  3.25479  3.28408  3.31337  3.34267  3.37196  3.40125  3.43055  3.45984  3.48913  3.51843
  3.54772  3.57701  3.60631  3.63560  3.66489  3.69419  3.72348  3.75277  3.78207  3.81136
  3.84065  3.86995  3.89924  3.92853  3.95783  3.98713  4.01644  4.04582  4.07532  4.10516
  4.13577  4.16802  4.20357  4.24506  4.29593  4.35946  4.43433  4.51316  4.58418  4.64090
  4.68396  4.71946  4.75146  4.78195  4.81179  4.84136  4.87082  4.90026  4.92979  4.95953
  4.98977  5.02092  5.05341  5.08806  5.12725  5.17315  5.22627  5.28603  5.35269  5.42226
  5.48898  5.54754  5.59669  5.63794  5.67487  5.70956  5.74345  5.77664  5.80859  5.83950
  5.86976  5.89968  5.92944  5.95914  5.98890  6.01895  6.04975  6.08166  6.11451  6.14731
  6.17902  6.20996  6.24015  6.26996  6.29957  6.32910  6.35857  6.38801  6.41743  6.44684
  2.99985  3.02918  3.05851  3.08784  3.11717  3.14650  3.17583  3.20516  3.23449  3.26382
  3.29315  3.32248  3.35181  3.38114  3.41047  3.43980  3.46913  3.49846  3.52779  3.55712
  3.58645  3.61578  3.64511  3.67444  3.70377  3.73310  3.76243  3.79176  3.82109  3.85042
  3.87975  3.90908  3.93841  3.96774  3.99708  4.02641  4.05576  4.08519  4.11475  4.14468
  4.17545  4.20799  4.24404  4.28631  4.33833  4.40293  4.47867  4.55688  4.62698  4.68214
  4.72448  4.75958  4.79147  4.82194  4.85179  4.88139  4.91088  4.94037  4.96995  4.99978
  5.03014  5.06146  5.09414  5.12925  5.16918  5.21586  5.26953  5.32994  5.39719  5.46657
  5.53262  5.59022  5.63850  5.67932  5.71602  5.75064  5.78454  5.81766  5.84952  5.88039
  5.91065  5.94060  5.97039  6.00014  6.02996  6.06014  6.09109  6.12322  6.15614  6.18891
  6.22051  6.25137  6.28154  6.31136  6.34100  6.37056  6.40006  6.42954  6.45901  6.48846
  3.03785  3.06722  3.09659  3.12595  3.15532  3.18469  3.21405  3.24342  3.27279  3.30215
  3.33152  3.36089  3.39025  3.41962  3.44899  3.47835  3.50772  3.53709  3.56645  3.59582
  3.62519  3.65455  3.68392  3.71329  3.74265  3.77202  3.80139  3.83075  3.86012  3.88949
  3.91885  3.94822  3.97759  4.00701  4.03636  4.06570  4.09509  4.12456  4.15419  4.18421
  4.21515  4.24800  4.28457  4.32765  4.38084  4.44646  4.52294  4.60049  4.66960  4.72329
  4.76495  4.79969  4.83147  4.86192  4.89179  4.92141  4.95094  4.98048  5.01012  5.04003
  5.07052  5.10201  5.13490  5.17051  5.21119  5.25859  5.31281  5.37393  5.44164  5.51081
  5.57608  5.63281  5.68024  5.72066  5.75703  5.79171  5.82563  5.85866  5.89045  5.92128
  5.95155  5.98152  6.01134  6.04114  6.07104  6.10134  6.13246  6.16479  6.19776  6.23021
  6.26198  6.29277  6.32293  6.35276  6.38243  6.41202  6.44156  6.47108  6.50058  6.53007
  3.07585  3.10526  3.13466  3.16406  3.19347  3.22287  3.25227  3.28168  3.31108  3.34048
  3.36989  3.39929  3.42869  3.45810  3.48750  3.51690  3.54631  3.57571  3.60511  3.63452
  3.66392  3.69332  3.72273  3.75213  3.78153  3.81094  3.84034  3.86974  3.89915  3.92855
  3.95795  3.98736  4.01678  4.04622  4.07560  4.10498  4.13442  4.16394  4.19363  4.22375
  4.25487  4.28804  4.32515  4.36907  4.42343  4.49007  4.56712  4.64405  4.71197  4.76437
  4.80535  4.83979  4.87147  4.90190  4.93178  4.96144  4.99101  5.02059  5.05029  5.08030
  5.11092  5.14257  5.17570  5.21186  5.25326  5.30133  5.35611  5.41801  5.48601  5.55498
  5.61939  5.67529  5.72191  5.76195  5.79813  5.83277  5.86670  5.89964  5.93136  5.96216
  5.99243  6.02243  6.05230  6.08215  6.11212  6.14255  6.17386  6.20636  6.23937  6.27176
  6.30343  6.33416  6.36431  6.39415  6.42386  6.45348  6.48306  6.51262  6.54215  6.57168
  3.11385  3.14329  3.17273  3.20217  3.23161  3.26105  3.29049  3.31993  3.34937  3.37881
  3.40825  3.43769  3.46713  3.49657  3.52601  3.55545  3.58489  3.61433  3.64377  3.67321
  3.70265  3.73209  3.76153  3.79097  3.82041  3.84985  3.87929  3.90873  3.93817  3.96761
  3.99705  4.02649  4.05596  4.08543  4.11483  4.14426  4.17375  4.20331  4.23307  4.26331
  4.29460  4.32812  4.36580  4.41058  4.46608  4.53379  4.61118  4.68755  4.75412  4.80539
  4.84568  4.87988  4.91147  4.94188  4.97178  5.00147  5.03108  5.06071  5.09047  5.12057
  5.15132  5.18315  5.21654  5.25327  5.29539  5.34407  5.39947  5.46215  5.53032  5.59905
  5.66260  5.71763  5.76354  5.80320  5.83921  5.87383  5.90776  5.94060  5.97226  6.00303
  6.03332  6.06334  6.09325  6.12315  6.15321  6.18377  6.21528  6.24791  6.28097  6.31329
  6.34485  6.37554  6.40569  6.43555  6.46528  6.49494  6.52456  6.55415  6.58372  6.61329
  3.15185  3.18133  3.21081  3.24028  3.26976  3.29924  3.32871  3.35819  3.38767  3.41714
  3.44662  3.47610  3.50557  3.53505  3.56453  3.59400  3.62348  3.65296  3.68243  3.71191
  3.74139  3.77086  3.80034  3.82982  3.85929  3.88877  3.91825  3.94772  3.97720  4.00667
  4.03614  4.06563  4.09514  4.12463  4.15407  4.18355  4.21308  4.24269  4.27252  4.30287
  4.33437  4.36823  4.40651  4.45218  4.50878  4.57761  4.65512  4.73098  4.79608  4.84635
  4.88597  4.91994  4.95146  4.98185  5.01177  5.04149  5.07114  5.10082  5.13065  5.16085
  5.19174  5.22374  5.25744  5.29476  5.33757  5.38684  5.44287  5.50631  5.57459  5.64301
  5.70572  5.75985  5.80513  5.84440  5.88028  5.91489  5.94880  5.98154  6.01314  6.04390
  6.07420  6.10425  6.13420  6.16416  6.19431  6.22500  6.25672  6.28947  6.32258  6.35479
  6.38626  6.41691  6.44706  6.47695  6.50671  6.53640  6.56606  6.59568  6.62529  6.65490
  3.18985  3.21937  3.24888  3.27839  3.30791  3.33742  3.36693  3.39645  3.42596  3.45547
  3.48499  3.51450  3.54401  3.57353  3.60304  3.63255  3.66207  3.69158  3.72109  3.75061
  3.78012  3.80963  3.83915  3.86866  3.89817  3.92769  3.95720  3.98671  4.01623  4.04574
  4.07524  4.10477  4.13431  4.16384  4.19331  4.22284  4.25241  4.28207  4.31198  4.34245
  4.37415  4.40838  4.44727  4.49387  4.55155  4.62148  4.69896  4.77432  4.83790  4.88724
  4.92621  4.96000  4.99144  5.02182  5.05177  5.08152  5.11121  5.14094  5.17084  5.20113
  5.23217  5.26434  5.29839  5.33631  5.37978  5.42963  5.48634  5.55045  5.61884  5.68682
  5.74876  5.80196  5.84666  5.88557  5.92133  5.95596  5.98981  6.02248  6.05402  6.08477
  6.11508  6.14516  6.17516  6.20517  6.23542  6.26625  6.29817  6.33103  6.36416  6.39625
  6.42765  6.45827  6.48842  6.51834  6.54813  6.57786  6.60755  6.63721  6.66686  6.69650
  3.22785  3.25740  3.28695  3.31650  3.34605  3.37560  3.40515  3.43470  3.46425  3.49380
  3.52335  3.55290  3.58245  3.61200  3.64155  3.67110  3.70065  3.73020  3.75975  3.78930
  3.81885  3.84840  3.87795  3.90750  3.93705  3.96660  3.99615  4.02571  4.05526  4.08480
  4.11434  4.14391  4.17349  4.20305  4.23256  4.26212  4.29174  4.32146  4.35144  4.38204
  4.41397  4.44857  4.48810  4.53564  4.59438  4.66534  4.74274  4.81751  4.87962  4.92804
  4.96642  5.00003  5.03141  5.06180  5.09176  5.12155  5.15128  5.18106  5.21103  5.24143
  5.27262  5.30495  5.33941  5.37792  5.42202  5.47245  5.52988  5.59455  5.66304  5.73049
  5.79170  5.84399  5.88814  5.92660  5.96236  5.99702  6.03080  6.06340  6.09488  6.12562
  6.15595  6.18607  6.21611  6.24619  6.27653  6.30753  6.33962  6.37260  6.40541  6.43770
  6.46903  6.49963  6.52978  6.55972  6.58955  6.61931  6.64903  6.67874  6.70843  6.73811
  3.26585  3.29544  3.32503  3.35461  3.38420  3.41379  3.44337  3.47296  3.50255  3.53213
  3.56172  3.59131  3.62089  3.65048  3.68007  3.70965  3.73924  3.76883  3.79841  3.82800
  3.85759  3.88717  3.91676  3.94635  3.97593  4.00552  4.03511  4.06470  4.09428  4.12386
  4.15345  4.18305  4.21266  4.24225  4.27181  4.30141  4.33107  4.36084  4.39090  4.42164
  4.45381  4.48881  4.52899  4.57750  4.63728  4.70916  4.78648  4.86050  4.92126  4.96875
  5.00663  5.04006  5.07138  5.10177  5.13175  5.16157  5.19135  5.22119  5.25123  5.28174
  5.31307  5.34560  5.38048  5.41958  5.46428  5.51531  5.57350  5.63862  5.70718  5.77404
  5.83453  5.88595  5.92955  5.96771  6.00339  6.03806  6.07178  6.10430  6.13574  6.16648
  6.19683  6.22698  6.25706  6.28721  6.31765  6.34882  6.38107  6.41417  6.44691  6.47912
  6.51040  6.54097  6.57114  6.60110  6.63096  6.66075  6.69052  6.72027  6.75000  6.77972
  3.30385  3.33348  3.36310  3.39272  3.42235  3.45197  3.48159  3.51122  3.54084  3.57046
  3.60009  3.62971  3.65933  3.68896  3.71858  3.74820  3.77783  3.80745  3.83707  3.86670
  3.89632  3.92594  3.95557  3.98519  4.01482  4.04444  4.07407  4.10369  4.13331  4.16292
  4.19255  4.22219  4.25184  4.28145  4.31105  4.34070  4.37041  4.40023  4.43038  4.46125
  4.49367  4.52910  4.56995  4.61943  4.68028  4.75292  4.83021  4.90326  4.96283  5.00936
  5.04682  5.08007  5.11134  5.14173  5.17175  5.20160  5.23142  5.26131  5.29144  5.32206
  5.35354  5.38627  5.42161  5.46130  5.50657  5.55822  5.61718  5.68266  5.75124  5.81751
  5.87720  5.92786  5.97089  6.00880  6.04442  6.07910  6.11273  6.14519  6.17658  6.20732
  6.23770  6.26789  6.29802  6.32823  6.35879  6.39013  6.42254  6.45575  6.48839  6.52053
  6.55175  6.58231  6.61249  6.64247  6.67236  6.70220  6.73201  6.76179  6.79156  6.82132
  3.34185  3.37151  3.40117  3.43083  3.46049  3.49015  3.51981  3.54947  3.57913  3.60879
  3.63845  3.66811  3.69777  3.72743  3.75709  3.78675  3.81641  3.84607  3.87573  3.90539
  3.93505  3.96471  3.99437  4.02404  4.05370  4.08336  4.11302  4.14268  4.17234  4.20199
  4.23165  4.26133  4.29101  4.32065  4.35030  4.37999  4.40974  4.43963  4.46986  4.50088
  4.53356  4.56943  4.61098  4.66142  4.72337  4.79661  4.87389  4.94580  5.00434  5.04989
  5.08699  5.12007  5.15130  5.18170  5.21174  5.24163  5.27149  5.30144  5.33165  5.36239
  5.39401  5.42699  5.46279  5.50305  5.54888  5.60119  5.66089  5.72669  5.79520  5.86090
  5.91974  5.96970  6.01218  6.04987  6.08546  6.12011  6.15368  6.18606  6.21742  6.24816
  6.27856  6.30879  6.33897  6.36926  6.39994  6.43146  6.46402  6.49731  6.52985  6.56193
  6.59310  6.62363  6.65383  6.68384  6.71377  6.74365  6.77350  6.80332  6.83313  6.86292
  3.37985  3.40955  3.43925  3.46894  3.49864  3.52834  3.55803  3.58773  3.61743  3.64712
  3.67682  3.70652  3.73621  3.76591  3.79561  3.82530  3.85500  3.88470  3.91439  3.94409
  3.97379  4.00349  4.03318  4.06288  4.09258  4.12227  4.15197  4.18167  4.21136  4.24105
  4.27075  4.30047  4.33018  4.35986  4.38955  4.41928  4.44908  4.47902  4.50935  4.54052
  4.57347  4.60981  4.65207  4.70348  4.76655  4.84025  4.91751  4.98820  5.04573  5.09036
  5.12713  5.16007  5.19125  5.22167  5.25173  5.28166  5.31157  5.34158  5.37187  5.40272
  5.43450  5.46775  5.50403  5.54483  5.59123  5.64421  5.70459  5.77072  5.83906  5.90421
  5.96217  6.01145  6.05342  6.09092  6.12649  6.16110  6.19461  6.22692  6.25826  6.28900
  6.31943  6.34970  6.37993  6.41030  6.44110  6.47279  6.50551  6.53840  6.57131  6.60332
  6.63443  6.66495  6.69517  6.72522  6.75518  6.78510  6.81498  6.84484  6.87469  6.90452
  3.41785  3.44759  3.47732  3.50705  3.53679  3.56652  3.59625  3.62599  3.65572  3.68545
  3.71519  3.74492  3.77465  3.80439  3.83412  3.86385  3.89359  3.92332  3.95305  3.98279
  4.01252  4.04226  4.07199  4.10172  4.13146  4.16119  4.19093  4.22066  4.25039  4.28011
  4.30985  4.33961  4.36935  4.39906  4.42880  4.45857  4.48841  4.51842  4.54885  4.58018
  4.61341  4.65024  4.69324  4.74561  4.80979  4.88387  4.96101  5.03049  5.08700  5.13078
  5.16725  5.20005  5.23121  5.26163  5.29172  5.32169  5.35164  5.38172  5.41209  5.44307
  5.47500  5.50855  5.54531  5.58665  5.63363  5.68730  5.74827  5.81473  5.88282  5.94743
  6.00452  6.05313  6.09455  6.13195  6.16751  6.20208  6.23552  6.26777  6.29909  6.32984
  6.36029  6.39060  6.42089  6.45134  6.48227  6.51413  6.54702  6.57990  6.61277  6.64469
  6.67574  6.70628  6.73651  6.76659  6.79660  6.82655  6.85647  6.88637  6.91625  6.94612
  3.45585  3.48562  3.51539  3.54516  3.57493  3.60470  3.63447  3.66424  3.69401  3.72378
  3.75355  3.78332  3.81309  3.84286  3.87263  3.90240  3.93217  3.96194  3.99171  4.02149
  4.05126  4.08103  4.11080  4.14057  4.17034  4.20011  4.22988  4.25965  4.28941  4.31918
  4.34895  4.37874  4.40852  4.43827  4.46805  4.49786  4.52775  4.55783  4.58835  4.61986
  4.65338  4.69071  4.73448  4.78781  4.85305  4.92750  5.00438  5.07270  5.12814  5.17118
  5.20734  5.24003  5.27116  5.30159  5.33171  5.36172  5.39172  5.42186  5.45232  5.48343
  5.51551  5.54939  5.58663  5.62849  5.67606  5.73043  5.79194  5.85870  5.92649  5.99054
  6.04680  6.09472  6.13573  6.17296  6.20853  6.24304  6.27642  6.30860  6.33990  6.37067
  6.40115  6.43151  6.46185  6.49239  6.52346  6.55548  6.58852  6.62140  6.65422  6.68604
  6.71706  6.74760  6.77786  6.80798  6.83802  6.86801  6.89796  6.92790  6.95782  6.98773
  3.49385  3.52366  3.55347  3.58327  3.61308  3.64289  3.67269  3.70250  3.73231  3.76211
  3.79192  3.82173  3.85153  3.88134  3.91115  3.94095  3.97076  4.00057  4.03038  4.06018
  4.08999  4.11980  4.14960  4.17941  4.20922  4.23902  4.26883  4.29864  4.32844  4.35824
  4.38806  4.41788  4.44769  4.47748  4.50730  4.53715  4.56709  4.59723  4.62787  4.65956
  4.69339  4.73123  4.77578  4.83009  4.89630  4.97114  5.04757  5.11484  5.16915  5.21156
  5.24740  5.28000  5.31111  5.34155  5.37170  5.40175  5.43180  5.46200  5.49256  5.52380
  5.55604  5.59028  5.62800  5.67037  5.71854  5.77361  5.83561  5.90262  5.97009  6.03350
  6.08902  6.13623  6.17688  6.21397  6.24952  6.28399  6.31730  6.34943  6.38072  6.41150
  6.44201  6.47241  6.50282  6.53344  6.56467  6.59685  6.63002  6.66290  6.69566  6.72739
  6.75839  6.78894  6.81922  6.84937  6.87944  6.90946  6.93946  6.96943  6.99939  7.02934
  3.53185  3.56170  3.59154  3.62138  3.65123  3.68107  3.71091  3.74076  3.77060  3.80044
  3.83029  3.86013  3.88997  3.91982  3.94966  3.97950  4.00935  4.03919  4.06904  4.09888
  4.12872  4.15857  4.18841  4.21825  4.24810  4.27794  4.30779  4.33763  4.36747  4.39731
  4.42716  4.45702  4.48686  4.51669  4.54655  4.57645  4.60643  4.63665  4.66739  4.69927
  4.73343  4.77181  4.81715  4.87244  4.93953  5.01478  5.09058  5.15692  5.21006  5.25190
  5.28745  5.31995  5.35105  5.38151  5.41170  5.44178  5.47188  5.50216  5.53281  5.56418
  5.59661  5.63121  5.66939  5.71228  5.76106  5.81681  5.87929  5.94646  6.01363  6.07633
  6.13115  6.17767  6.21800  6.25498  6.29050  6.32492  6.35816  6.39025  6.42152  6.45232
  6.48287  6.51331  6.54379  6.57451  6.60588  6.63823  6.67150  6.70442  6.73708  6.76873
  6.79973  6.83029  6.86059  6.89077  6.92087  6.95093  6.98096  7.01097  7.04097  7.07096
  3.56985  3.59973  3.62961  3.65949  3.68937  3.71925  3.74913  3.77901  3.80889  3.83877
  3.86865  3.89853  3.92841  3.95829  3.98817  4.01806  4.04794  4.07782  4.10770  4.13758
  4.16746  4.19734  4.22722  4.25710  4.28698  4.31686  4.34674  4.37662  4.40649  4.43637
  4.46626  4.49615  4.52603  4.55590  4.58580  4.61574  4.64578  4.67606  4.70692  4.73901
  4.77351  4.81244  4.85858  4.91488  4.98274  5.05839  5.13344  5.19890  5.25089  5.29221
  5.32749  5.35991  5.39099  5.42147  5.45169  5.48181  5.51197  5.54231  5.57307  5.60456
  5.63720  5.67218  5.71082  5.75423  5.80362  5.86002  5.92300  5.99022  6.05710  6.11906
  6.17318  6.21907  6.25908  6.29599  6.33146  6.36584  6.39901  6.43106  6.46232  6.49315
  6.52373  6.55422  6.58476  6.61558  6.64711  6.67963  6.71256  6.74593  6.77849  6.81010
  6.84108  6.87165  6.90197  6.93217  6.96230  6.99239  7.02247  7.05252  7.08256  7.11258
  3.60785  3.63777  3.66768  3.69760  3.72752  3.75743  3.78735  3.81727  3.84718  3.87710
  3.90702  3.93694  3.96685  3.99677  4.02669  4.05661  4.08652  4.11644  4.14636  4.17627
  4.20619  4.23611  4.26602  4.29594  4.32586  4.35578  4.38569  4.41561  4.44552  4.47544
  4.50536  4.53529  4.56520  4.59511  4.62505  4.65503  4.68513  4.71549  4.74647  4.77877
  4.81363  4.85312  4.90007  4.95739  5.02595  5.10193  5.17618  5.24074  5.29165  5.33248
  5.36751  5.39985  5.43093  5.46143  5.49168  5.52185  5.55206  5.58247  5.61334  5.64496
  5.67782  5.71318  5.75227  5.79620  5.84620  5.90324  5.96671  6.03392  6.10048  6.16171
  6.21510  6.26041  6.30013  6.33698  6.37241  6.40675  6.43984  6.47186  6.50312  6.53396
  6.56459  6.59512  6.62573  6.65667  6.68834  6.72104  6.75407  6.78744  6.81989  6.85148
  6.88245  6.91300  6.94335  6.97358  7.00374  7.03387  7.06398  7.09407  7.12415  7.15420
  3.64585  3.67580  3.70576  3.73571  3.76566  3.79562  3.82557  3.85552  3.88548  3.91543
  3.94538  3.97534  4.00530  4.03525  4.06520  4.09516  4.12511  4.15506  4.18502  4.21497
  4.24492  4.27488  4.30483  4.33478  4.36474  4.39469  4.42465  4.45460  4.48455  4.51450
  4.54446  4.57442  4.60437  4.63432  4.66430  4.69433  4.72448  4.75492  4.78603  4.81854
  4.85378  4.89386  4.94163  4.99996  5.06917  5.14538  5.21885  5.28240  5.33237  5.37270
  5.40753  5.43980  5.47087  5.50139  5.53167  5.56188  5.59215  5.62264  5.65361  5.68536
  5.71847  5.75422  5.79375  5.83820  5.88882  5.94647  6.01040  6.07756  6.14376  6.20430
  6.25692  6.30169  6.34116  6.37796  6.41336  6.44763  6.48067  6.51265  6.54391  6.57478
  6.60544  6.63603  6.66671  6.69777  6.72959  6.76244  6.79560  6.82893  6.86131  6.89286
  6.92380  6.95436  6.98472  7.01498  7.04519  7.07536  7.10550  7.13563  7.16573  7.19583
  3.68385  3.71384  3.74383  3.77382  3.80381  3.83380  3.86379  3.89378  3.92377  3.95376
  3.98375  4.01375  4.04374  4.07373  4.10372  4.13371  4.16370  4.19369  4.22368  4.25367
