  0.25    300  -15.0    0.0   1.69897   3.47712125471970 2.0  3.95424250943930
  1.20940  1.21097  1.21252  1.21404  1.21554  1.21700  1.21843  1.21981  1.22116  1.22247
  1.22373  1.22496  1.22615  1.22730  1.22843  1.22952  1.23059  1.23163  1.23265  1.23365
  1.23463  1.23560  1.23656  1.23751  1.23846  1.23939  1.24033  1.24126  1.24220  1.24313
  1.24407  1.24501  1.24596  1.24691  1.24786  1.24883  1.24979  1.25077  1.25175  1.25273
  1.25372  1.25471  1.25570  1.25670  1.25766  1.25867  1.25968  1.26069  1.26169  1.26270
  1.26370  1.26469  1.26569  1.26669  1.26768  1.26867  1.26965  1.27064  1.27162  1.27260
  1.27358  1.27456  1.27554  1.27651  1.27748  1.27846  1.27943  1.28040  1.28137  1.28234
  1.28331  1.28428  1.28526  1.28623  1.28744  1.28879  1.29068  1.29384  1.29972  1.31112
  1.33253  1.36883  1.41976  1.47214  1.50662  1.52093  1.52566  1.52742  1.52836  1.52909
  1.52976  1.53041  1.53105  1.53169  1.53232  1.53296  1.53359  1.53423  1.53486  1.53549
  1.20814  1.20971  1.21126  1.21279  1.21429  1.21576  1.21718  1.21857  1.21992  1.22123
  1.22250  1.22373  1.22492  1.22607  1.22720  1.22829  1.22936  1.23040  1.23143  1.23243
  1.23342  1.23439  1.23535  1.23630  1.23725  1.23819  1.23913  1.24007  1.24100  1.24194
  1.24288  1.24383  1.24478  1.24573  1.24669  1.24766  1.24863  1.24960  1.25059  1.25157
  1.25256  1.25356  1.25456  1.25556  1.25652  1.25753  1.25854  1.25956  1.26056  1.26157
  1.26257  1.26358  1.26458  1.26557  1.26657  1.26756  1.26855  1.26954  1.27052  1.27151
  1.27249  1.27347  1.27445  1.27543  1.27640  1.27738  1.27835  1.27932  1.28030  1.28127
  1.28225  1.28322  1.28420  1.28518  1.28639  1.28775  1.28967  1.29285  1.29880  1.31029
  1.33181  1.36818  1.41903  1.47119  1.50549  1.51976  1.52450  1.52626  1.52721  1.52794
  1.52861  1.52926  1.52990  1.53055  1.53118  1.53182  1.53246  1.53310  1.53373  1.53437
  1.20687  1.20844  1.21000  1.21153  1.21304  1.21451  1.21594  1.21733  1.21868  1.21999
  1.22126  1.22249  1.22368  1.22484  1.22597  1.22706  1.22813  1.22918  1.23020  1.23121
  1.23220  1.23317  1.23414  1.23509  1.23604  1.23699  1.23793  1.23887  1.23981  1.24075
  1.24169  1.24264  1.24359  1.24455  1.24551  1.24648  1.24746  1.24844  1.24942  1.25041
  1.25141  1.25241  1.25341  1.25441  1.25537  1.25639  1.25741  1.25842  1.25943  1.26044
  1.26145  1.26245  1.26346  1.26446  1.26545  1.26645  1.26744  1.26843  1.26942  1.27041
  1.27139  1.27238  1.27336  1.27434  1.27532  1.27630  1.27727  1.27825  1.27923  1.28020
  1.28118  1.28216  1.28314  1.28412  1.28534  1.28671  1.28865  1.29187  1.29787  1.30946
  1.33109  1.36751  1.41828  1.47023  1.50436  1.51859  1.52333  1.52510  1.52606  1.52679
  1.52746  1.52811  1.52876  1.52940  1.53004  1.53068  1.53132  1.53196  1.53260  1.53323
  1.20559  1.20717  1.20874  1.21027  1.21178  1.21325  1.21468  1.21608  1.21743  1.21874
  1.22001  1.22125  1.22244  1.22360  1.22473  1.22583  1.22690  1.22795  1.22898  1.22998
  1.23097  1.23195  1.23292  1.23388  1.23483  1.23578  1.23672  1.23766  1.23860  1.23955
  1.24050  1.24145  1.24240  1.24337  1.24433  1.24530  1.24628  1.24727  1.24826  1.24925
  1.25025  1.25125  1.25225  1.25326  1.25423  1.25525  1.25627  1.25729  1.25830  1.25931
  1.26032  1.26133  1.26233  1.26334  1.26434  1.26534  1.26633  1.26733  1.26832  1.26931
  1.27030  1.27128  1.27227  1.27325  1.27423  1.27521  1.27619  1.27717  1.27815  1.27913
  1.28011  1.28109  1.28207  1.28315  1.28429  1.28567  1.28763  1.29088  1.29694  1.30862
  1.33035  1.36683  1.41751  1.46924  1.50322  1.51741  1.52216  1.52394  1.52490  1.52563
  1.52631  1.52696  1.52761  1.52825  1.52890  1.52954  1.53018  1.53082  1.53146  1.53210
  1.20432  1.20590  1.20747  1.20901  1.21052  1.21199  1.21343  1.21483  1.21618  1.21749
  1.21877  1.22000  1.22120  1.22236  1.22349  1.22459  1.22567  1.22672  1.22774  1.22875
  1.22975  1.23073  1.23170  1.23266  1.23361  1.23456  1.23551  1.23645  1.23740  1.23835
  1.23930  1.24025  1.24121  1.24218  1.24315  1.24412  1.24511  1.24609  1.24709  1.24808
  1.24908  1.25009  1.25110  1.25211  1.25308  1.25410  1.25513  1.25615  1.25716  1.25818
  1.25919  1.26020  1.26121  1.26222  1.26322  1.26422  1.26522  1.26622  1.26721  1.26820
  1.26919  1.27018  1.27117  1.27216  1.27314  1.27412  1.27511  1.27609  1.27707  1.27805
  1.27904  1.28002  1.28101  1.28209  1.28323  1.28463  1.28660  1.28990  1.29601  1.30778
  1.32961  1.36613  1.41673  1.46824  1.50206  1.51623  1.52098  1.52277  1.52374  1.52448
  1.52515  1.52581  1.52646  1.52710  1.52775  1.52839  1.52904  1.52968  1.53032  1.53096
  1.20304  1.20463  1.20620  1.20774  1.20925  1.21073  1.21217  1.21357  1.21493  1.21624
  1.21752  1.21875  1.21995  1.22112  1.22225  1.22335  1.22443  1.22548  1.22651  1.22752
  1.22852  1.22950  1.23047  1.23144  1.23239  1.23335  1.23430  1.23524  1.23619  1.23714
  1.23810  1.23906  1.24002  1.24099  1.24196  1.24294  1.24393  1.24492  1.24591  1.24691
  1.24792  1.24893  1.24994  1.25095  1.25193  1.25296  1.25398  1.25500  1.25602  1.25704
  1.25806  1.25907  1.26008  1.26109  1.26210  1.26310  1.26410  1.26510  1.26610  1.26710
  1.26809  1.26908  1.27007  1.27106  1.27205  1.27303  1.27402  1.27501  1.27599  1.27698
  1.27796  1.27895  1.27994  1.28102  1.28218  1.28358  1.28558  1.28891  1.29508  1.30693
  1.32885  1.36543  1.41592  1.46723  1.50090  1.51504  1.51980  1.52160  1.52257  1.52331
  1.52399  1.52465  1.52530  1.52595  1.52660  1.52724  1.52789  1.52853  1.52917  1.52982
  1.20175  1.20335  1.20492  1.20647  1.20799  1.20947  1.21091  1.21231  1.21367  1.21499
  1.21626  1.21750  1.21870  1.21987  1.22100  1.22211  1.22319  1.22424  1.22527  1.22629
  1.22729  1.22827  1.22925  1.23021  1.23117  1.23213  1.23308  1.23403  1.23498  1.23594
  1.23689  1.23786  1.23882  1.23979  1.24077  1.24175  1.24274  1.24374  1.24474  1.24574
  1.24675  1.24776  1.24878  1.24979  1.25077  1.25180  1.25283  1.25386  1.25488  1.25590
  1.25692  1.25794  1.25895  1.25996  1.26097  1.26198  1.26299  1.26399  1.26499  1.26599
  1.26698  1.26798  1.26897  1.26996  1.27095  1.27194  1.27293  1.27392  1.27491  1.27590
  1.27688  1.27788  1.27887  1.27996  1.28112  1.28254  1.28455  1.28791  1.29414  1.30607
  1.32809  1.36470  1.41510  1.46620  1.49973  1.51385  1.51862  1.52043  1.52140  1.52215
  1.52283  1.52349  1.52414  1.52480  1.52544  1.52609  1.52674  1.52738  1.52803  1.52867
  1.20047  1.20206  1.20364  1.20519  1.20671  1.20820  1.20964  1.21105  1.21241  1.21373
  1.21501  1.21625  1.21745  1.21862  1.21975  1.22086  1.22194  1.22300  1.22403  1.22505
  1.22605  1.22704  1.22801  1.22898  1.22994  1.23090  1.23186  1.23281  1.23377  1.23473
  1.23569  1.23665  1.23762  1.23860  1.23958  1.24057  1.24156  1.24256  1.24356  1.24457
  1.24558  1.24659  1.24761  1.24863  1.24962  1.25065  1.25168  1.25271  1.25374  1.25476
  1.25578  1.25680  1.25782  1.25883  1.25985  1.26086  1.26186  1.26287  1.26387  1.26487
  1.26587  1.26687  1.26787  1.26886  1.26985  1.27085  1.27184  1.27283  1.27382  1.27481
  1.27580  1.27680  1.27779  1.27889  1.28006  1.28149  1.28352  1.28692  1.29321  1.30522
  1.32732  1.36396  1.41426  1.46515  1.49855  1.51265  1.51743  1.51925  1.52023  1.52098
  1.52167  1.52233  1.52298  1.52364  1.52429  1.52494  1.52558  1.52623  1.52688  1.52753
  1.19917  1.20078  1.20236  1.20392  1.20544  1.20693  1.20837  1.20978  1.21114  1.21246
  1.21374  1.21499  1.21619  1.21736  1.21850  1.21961  1.22069  1.22175  1.22279  1.22380
  1.22481  1.22580  1.22678  1.22775  1.22871  1.22968  1.23063  1.23159  1.23255  1.23351
  1.23448  1.23545  1.23642  1.23740  1.23838  1.23937  1.24037  1.24137  1.24238  1.24339
  1.24440  1.24542  1.24644  1.24747  1.24846  1.24949  1.25053  1.25156  1.25259  1.25362
  1.25464  1.25566  1.25668  1.25770  1.25872  1.25973  1.26074  1.26175  1.26275  1.26376
  1.26476  1.26576  1.26676  1.26776  1.26875  1.26975  1.27074  1.27174  1.27273  1.27373
  1.27472  1.27572  1.27672  1.27782  1.27899  1.28043  1.28249  1.28592  1.29226  1.30435
  1.32654  1.36321  1.41341  1.46409  1.49736  1.51144  1.51624  1.51807  1.51906  1.51981
